probe set	AA1521m99hpp_av06	AA1521n99hpp_av06	AA1521o99hpp_av06	AA1521p99hpp_av06	AA1521q99hpp_av06	AA1521r99hpp_av06	AA1521s99hpp_av06	AA1521t99hpp_av06
1115_at	44.322	36.964	39.908	39.384	36.918	38.359	35.22	34.943
1116_at	76.906	75.259	65.525	67.866	70.886	69.066	67.626	72.299
1096_g_at	234.655	198.059	222.503	208.431	192.408	241.924	204.587	219.276
1074_at	117.674	118.489	119.453	116.333	121.218	118.794	120.838	125.204
1075_f_at	126.261	123.086	122.781	112.215	114.944	122.221	95.352	121.977
1076_at	17.596	18.061	18.419	18.85	22.901	19.494	20.529	21.039
1077_at	21.101	17.93	19.399	17.481	19.921	20.145	18.405	20.549
1078_at	81.279	66.545	68.495	66.308	89.3	82.004	78.283	81.977
1079_g_at	61.693	54.792	62.994	53.332	70.025	65.924	58.848	56.295
1080_s_at	78.257	70.887	69.709	76.677	68.499	70.884	71.606	70.201
1081_at	215.961	214.478	220.291	223.697	213.339	210.699	232.545	224.395
1082_at	104.77	100.593	110.309	110.294	75.259	67.41	71.064	71.105
1083_s_at	238.714	259.278	275.971	262.994	265.434	257.805	271.175	244.454
1084_at	121.32	108.51	108.667	116.186	136.1	125.569	126.61	125.684
1085_s_at	213.698	209.302	203.024	196.349	208.175	207.255	211.221	201.357
1086_at	391.561	352.58	388.437	375.866	429.898	398.801	373.276	418.685
1087_at	107.151	109.258	109.564	104.735	109.897	105.402	116.185	111.832
1088_at	38.843	32.147	33.259	35.926	39.309	31.915	30.269	29.335
1089_i_at	151.019	145.206	152.291	133.984	136.628	135.742	142.655	133.758
1090_f_at	71.141	76.924	74.29	71.5	73.362	81.051	66.268	67.341
1091_at	6025.188	6554.844	6699.541	6496.702	8554.495	9020.896	8626.963	8717.315
1092_at	661.324	656.194	658.577	648.352	690.346	660.974	646.407	649.356
1093_at	39.625	31.606	19.943	32.514	36.821	32.565	46.957	28.848
1094_g_at	162.657	174.295	170.146	170.708	181.418	183.264	153.767	165.126
1095_s_at	4.494	4.789	6.37	5.526	4.658	4.958	4.815	5.008
1070_at	140.907	140.695	131.005	135.031	136.248	137.064	143.691	143.974
1071_at	216.987	210.415	223.447	217.498	222.775	213.909	200.512	198.826
1072_g_at	159.882	167.63	185.436	162.865	171.688	167.767	148.931	155.82
1073_at	199.129	238.845	218.97	239.103	231.236	214.659	226.823	224.126
1052_s_at	389.455	439.966	423.916	456.669	457.368	428.634	462.086	418.465
1053_at	64.501	72.66	71.621	65.278	71.952	71.622	64.782	69.272
1054_at	135.963	133.278	118.905	123.757	120.793	123.963	132.739	108.333
1055_g_at	43.303	44.884	45.727	47.671	43.614	47.122	50.995	46.196
1056_s_at	28.952	33.776	33.531	32.718	34.85	32.22	40.165	29.512
1057_at	205.723	215.54	226.621	213.784	207.857	205.945	213.367	193.233
1058_at	23.32	27.719	24.651	25.5	25.08	25.101	22.764	27.318
1059_at	17.862	14.565	14.714	14.256	15.205	13.706	13.352	12.75
1060_g_at	267.086	261.106	284.777	269.794	334.943	280.434	250.308	285.231
1061_at	109.285	105.548	102.625	107.401	103.782	103.948	95.778	100.369
1062_g_at	55.6	54.31	58.743	59.282	59.955	50.608	56.802	53.243
1063_s_at	435.217	409.386	410.717	409.64	442.001	420.428	386.889	433.189
1064_at	83.568	83.717	82.052	84.826	78.219	78.347	81.085	80.652
1065_at	184.581	161.175	171.274	153.068	189.538	189.401	149.771	189.255
1066_at	87.012	69.988	69.218	70.69	67.446	79.898	73.185	78.285
1067_at	31.772	30.104	33.203	28.466	29.371	29.305	25.949	31.905
1068_g_at	283.856	248.516	262.921	244.4	278.619	265.547	267.447	260.393
1069_at	41.833	42.815	38.777	42.295	36.093	40.41	34.426	35.484
1050_at	15.947	13.239	13.714	16.688	12.939	9.547	12.653	11.803
1051_g_at	131.309	125.228	136.547	126.47	142.96	142.593	130.875	141.982
1029_s_at	38.146	36.223	34.906	32.629	35.482	34.316	31.122	35.783
1030_s_at	186.198	197.769	177.62	206.661	211.326	194.374	222.828	204.254
1031_at	66.464	76.838	74.902	75.042	70.499	73.554	73.132	73.163
1032_at	1894.612	1988.288	1761.987	2007.792	272.449	230.139	256.532	240.497
1033_g_at	123.566	123.687	117.031	104.126	130.518	135.845	118.387	130.193
1034_at	398.362	371.669	345.965	342.006	421.621	391.311	392.076	396.883
1035_g_at	79.544	84.646	77.797	84.64	89.741	80.105	81.231	81.123
1036_at	19.109	18.876	16.526	16.66	19.857	16.26	12.259	21.151
1037_at	35.344	27.354	28.721	32.581	34.714	30.859	32.783	34.568
1038_s_at	37.85	38.334	36.21	40.259	37.212	32.761	41.089	41.943
1039_s_at	218.576	249.575	251.966	272.457	290.189	247.889	258.869	238.631
1040_s_at	76.439	77.383	87.934	83.711	82.899	81.219	77.833	88.297
1041_at	48.594	49.571	40.634	48.806	59.136	57.323	52.492	53.8
1042_at	18.984	13.352	15.25	17.385	13.164	13.628	13.853	16.501
1043_s_at	83.151	70.191	75.971	68.576	76.515	69.412	79.776	68.805
1044_s_at	63.776	63.008	62.75	65.117	64.288	63.293	59.636	59.036
1045_s_at	84.088	57.889	62.939	70.015	73.363	68.017	65.445	59.202
1046_at	43.169	47.09	51.998	46.459	52.11	49.68	45.846	44.24
1047_s_at	247.326	280.697	275.026	283.496	249.606	244.346	267.882	249.768
1048_at	52.798	53.368	49.966	48.429	55.661	46.549	50.849	46.319
1049_g_at	229.241	231.036	223.13	216.716	239.326	232.685	208.201	221.795
1026_s_at	264.388	268.951	262.125	271.292	271.113	276.374	240.619	262.104
1027_at	52.626	52.897	45.979	45.787	52.943	51.315	48.135	47.099
1028_at	85.901	93.116	100.781	94.833	94.07	88.585	85.711	92.338
1007_s_at	178.182	208.365	197.691	191.629	188.559	183.177	194.827	176.931
1008_f_at	652.754	661.014	639.689	628.114	615.034	628.984	633.809	621.453
1009_at	719.846	856.078	829.049	850.556	843.402	792.34	818.766	754.158
1010_at	215.224	219.385	221.764	217.774	229.833	201.866	214.257	188.693
1011_s_at	110.565	133.334	121.817	122.796	123.842	119.436	112.93	105.53
1012_at	41.985	44.163	40.716	40.949	60.646	58.595	47.845	54.411
1013_at	7.564	8.301	6.2	8.6	9.084	8.199	32.619	10.22
1014_at	251.47	259.077	258.658	243.753	263.311	258.057	216.27	269.215
1015_s_at	116.008	108.771	121.449	113.638	104.907	120.936	106.924	107.159
1016_s_at	58.853	52.695	53.404	49.716	51.741	53.018	55.814	54.358
1017_at	29.772	26.383	28.432	25.101	26.423	29.454	27.258	29.431
1018_at	146.209	136.398	139.713	129.78	153.748	138.211	141.862	138.971
1019_g_at	426.9	370.716	397.576	345.31	355.312	396.888	429.871	370.453
1020_s_at	391.139	403.633	413.259	399.459	371.898	376.285	406.401	388.803
1021_at	89.104	89.969	82.259	79.3	83.04	85.889	83.223	79.373
1022_f_at	59.056	43.253	53.585	48.158	48.619	57.543	45.697	52.421
1023_at	134.841	144.747	129.189	133.521	152.788	130.867	130.741	134.797
1024_at	243.207	241.149	251.358	264.257	356.047	373.851	395.907	354.413
1025_g_at	247.77	219.794	261.154	244.464	298.735	272.846	239.684	256.509
1006_at	80.021	67.863	71.368	67.893	73.651	79.196	76.554	70.719
985_s_at	295.211	297.521	285.462	308.284	250.256	243.811	280.639	232.773
986_at	93.825	81.121	82.078	95.708	94.3	87.399	96.135	79.782
987_g_at	87.326	88.678	94.027	83.292	89.888	88.135	95.611	90.338
988_at	92.154	84.968	94.651	93.714	108.147	102.186	115.984	110.518
989_at	49.991	53.467	54.136	60.552	73.889	64.074	56.914	68.701
990_at	30.467	38.309	40.087	38.044	38.312	36.01	33.572	35.765
991_g_at	112.83	118.749	120.242	116.239	107.588	112.411	113.943	106.419
992_at	117.053	107.791	126.654	113.806	114.36	108.448	102.48	108.342
993_at	143.613	166.846	160.895	172.594	164.353	151.094	160.668	146.621
994_at	94.647	98.093	113.792	107.533	104.999	102.822	96.689	102.222
995_g_at	28.866	32.958	31.54	33.854	29.355	28.389	30.981	27.025
996_at	171.574	168.422	146.563	162.43	162.599	188.702	176.75	177.63
997_at	251.934	262.52	265.956	253.537	279.376	265.205	231.078	244.947
998_s_at	127.319	122.628	111.235	124.587	126.772	111.664	118.141	106.173
999_at	137.453	144.696	145.147	134.97	137.912	138.95	143.494	130.238
1000_at	191.611	207.498	205.695	198.975	193.896	205.805	180.89	181.064
1001_at	82.592	85.353	87.852	82.57	86.18	84.827	85.121	74.087
1002_f_at	82.285	83.708	89.098	86.623	89.449	83.066	79.224	73.021
1003_s_at	169.21	190.007	190.739	180.517	177.345	178.565	189.295	172.084
1004_at	105.387	84.524	105.404	96.523	97.569	92.953	109.303	83.24
1005_at	245.581	295.197	280.948	292.293	256.994	266.323	269.601	245.475
981_at	95.614	90.329	97.965	98.946	110.817	107.006	91.297	91.632
982_at	65.765	67.095	61.361	70.444	69.043	61.165	67.023	61.598
983_at	22.983	25.111	29.53	26.859	28.4	28.167	21.276	23.281
984_g_at	176.224	186.553	183.934	193.676	205.409	184.627	165.756	159.879
962_at	58.444	54.582	54.458	60.042	63.303	60.737	60.995	61.915
963_at	33.049	35.59	42.604	40.194	43.351	37.2	48.399	37.229
964_at	191.402	188.518	182.19	186.257	197.334	197.793	179.212	199.653
965_at	84.989	72.391	72.31	71.976	71.55	78.094	74.015	78.232
966_at	180.732	179.789	187.292	174.768	173.286	167.858	174.641	174.439
967_g_at	132.369	142.507	126.355	140.735	123.141	126.694	123.277	113.151
968_i_at	25.742	27.656	25.68	25.48	29.127	28.094	25.092	31.24
969_s_at	30.069	42.879	39.213	38.323	38.349	38.128	38.661	36.212
970_r_at	1326.05	1363.704	1418.357	1376.913	1340.54	1334.646	1356.34	1265.867
971_s_at	45.136	38.831	36.674	35.619	37.1	37.666	35.974	36.908
972_s_at	114.832	110.732	113.602	111.358	106.878	113.311	108.51	121.231
973_at	309.82	315.887	318.908	319.285	326.611	304.154	290.506	293.121
974_at	120.073	119.239	121.794	105.733	122.192	123.936	109.06	111.365
975_at	113.59	93.602	80.168	89.173	114.754	94.727	112.325	92.703
976_s_at	59.407	53.44	54.596	52.961	67.717	54.777	55.905	56.789
977_s_at	271.005	311.927	275.17	299.517	272.527	275.054	298.542	276.209
978_at	55.679	49.58	50.605	47.464	49.169	51.8	47.712	47.818
979_g_at	36.513	41.793	45.868	41.87	40.363	36.462	46.192	37.125
980_at	153.902	156.169	168.734	148.153	159.92	160.667	152.789	142.96
961_at	16.879	18.055	15.765	16.749	16.686	25.878	19.717	20.01
940_g_at	42.727	43.442	43.181	50.197	50.502	44.472	46.583	38.832
941_at	338.99	359.918	345.735	368.704	361.664	346.448	369.414	372.116
942_at	126.958	141.68	138.738	131.313	127.004	133.762	121.417	133.129
943_at	144.619	131.219	132.104	123.099	137.304	129.127	134.962	129.445
944_s_at	67.115	61.53	60.532	62.125	65.464	62.251	62.64	61.25
945_at	70.761	85.549	77.885	77.21	71.868	70.399	69.132	66.511
946_at	180.173	225.722	210.062	192.145	190.056	194.752	197.405	179.059
947_at	139.647	153.16	157.204	157.266	155.018	152.422	158.223	146.686
948_s_at	42.697	52.62	50.261	48.236	47.309	43.519	46.138	47.681
949_s_at	56.469	75.239	66.115	68.037	61.714	59.957	72.08	58.935
950_at	106.691	116.647	74.934	115.554	93.712	95.408	111.719	97.273
951_at	49.228	57.493	48.609	50.331	48.332	52.206	49.713	48.31
952_at	134.168	131.543	139.969	144.237	160.458	146.09	136.456	131.413
953_g_at	170.033	169.8	147.775	151.41	168.284	153.848	127.412	157.798
954_s_at	305.292	327.068	330.146	335.138	309.61	314.1	319.802	299.87
955_at	362.2	417.753	424.302	421.23	407.865	397.129	402.009	363.805
956_at	756.027	806.16	835.439	839.246	866.701	855.452	867.153	853.591
957_at	121.569	117.328	116.472	110.083	130.532	126.407	112.291	113.92
958_s_at	147.229	155.958	159.921	158.424	153.939	149.782	140.415	138.401
959_at	38.056	40.368	39.653	40.653	40.312	38.793	38.994	37.578
960_g_at	122.694	132.402	128.857	118.761	133.838	141.052	130.924	122.357
936_s_at	65.86	57.348	70.635	61.579	76.003	68.132	63.302	60.249
937_at	322.446	332.262	291.931	307.51	381.271	364.095	335.564	357.779
938_at	177.377	166.893	155.553	180.086	178.298	187.244	162.506	175.373
939_at	152.189	179.097	156.46	156.801	162.163	159.151	152.006	156.064
918_at	130.837	132.847	125.427	132.64	133.223	123.67	132.617	129.305
919_at	284.662	248.782	261.885	250.362	326.903	303.734	268.272	302.164
920_at	143.303	138.522	125.282	105.303	126.594	112.083	115.591	125.951
921_s_at	286.931	283.776	261.772	265.521	268.726	271.593	222.772	259.026
922_at	233.538	246.715	249.602	243.197	248	243.467	244.799	252.249
923_at	73.523	58.258	62.421	58.395	70.514	64.69	61.496	64.666
924_s_at	95.471	111.768	87.4	96.217	89.299	93.901	104.558	89.195
925_at	136.263	151.519	131.598	145.896	138.957	144.999	124.602	136.554
926_at	3200.132	3497.869	3628.544	3735.111	3607.318	3419.04	3388.655	3345.921
927_s_at	683.009	755.315	778.028	810.616	702.778	676.997	777.894	687.857
928_at	27.566	26.446	24.501	28.746	29.913	28.594	26.78	22.083
929_at	87.627	85.229	89.705	82.873	92.553	93.7	90.598	84.551
930_at	53.58	46.061	49.635	50.674	40.473	52.886	46.694	43.594
931_at	15.088	20.567	17.686	18.667	18.01	17.42	14.845	15.73
932_i_at	207.567	246.827	212.659	232.841	200.276	207.737	186.404	193.824
933_f_at	47.216	47.347	42.199	49.949	52.496	53.204	43.323	41.28
934_at	61.653	66.243	79.601	63.905	75.359	67.489	63.834	69.938
935_at	262.732	259.834	252.682	283.307	272.836	270.824	271.345	271.661
916_at	428.015	437.702	410.144	429.512	440.825	433.782	389.116	396.614
917_g_at	273.241	248.935	273.798	249.894	259.678	251.867	280.215	246.667
895_at	619.575	747.253	730.007	762.723	712.366	730.969	840.353	733.076
896_at	141.448	130.694	135.888	143.839	145.087	137.864	136.191	131.778
897_at	347.974	360.576	345.624	340.607	361.831	360.048	331.159	331.696
898_s_at	391.71	388.159	421.805	405.477	361.921	393.965	398.229	318.283
899_at	95.104	101.092	107.504	97.731	105.61	107.418	98.183	95.644
900_at	12.684	9.639	13.467	15.174	15.402	11.764	11.706	9.463
901_g_at	22.581	20.833	19.346	22.351	22.787	22.704	21.826	21.925
902_at	31.615	35.172	35.221	35.246	42.042	34.527	37.756	31.13
903_at	242.248	260.879	250.911	245.73	248.545	260.185	229.95	231.574
904_s_at	35.322	38.677	35.958	33.159	37.583	43.191	41.776	34.899
905_at	297.052	359.388	335.941	351.536	302.656	308.608	340.982	296.482
906_at	142.312	151.441	166.505	151.875	176.588	169.328	169.418	165.894
907_at	80.435	69.916	72.719	68.633	67.595	68.919	78.433	60.251
908_at	34.436	32.237	36.464	38.78	37.145	29.704	29.515	36.712
909_g_at	81.466	80.357	78.898	77.079	79.327	82.305	73.888	76.97
910_at	100.38	112.266	102.35	104.755	94.621	94.412	100.68	93.594
911_s_at	680.332	838.422	722.653	786.378	726.979	690.698	762.067	672.018
912_s_at	11121.301	11023.456	10804.747	10854.644	11171.094	11085.013	10723.291	11081.331
913_at	225.829	198.789	217.049	199.331	199.146	217.706	209.317	233.195
914_g_at	18.192	18.922	16.837	18.713	16.603	18.642	21.215	20.022
915_at	115.201	114.366	118.403	118.234	124.393	119.161	114.663	120.439
873_at	31.552	23.576	25.231	27.669	24.39	25.557	23.467	27.233
874_at	79.531	68.971	76.781	68.654	78.184	77.681	71.657	76.009
875_g_at	208.254	216.41	198.1	204.624	229.269	209.062	216.542	209.215
876_at	27.996	32.983	31.398	37.389	28.866	34.938	33.922	35.503
877_at	46.432	43.247	49.418	42.273	56.183	52.093	47.694	54.053
878_s_at	103.107	102.121	103.795	100.435	104.138	106.846	91.619	98.399
879_at	154.647	143.788	156.487	154.362	145.961	161.247	151.6	161.397
880_at	267.454	283.102	262.103	280.317	265.109	273.436	290.88	272.55
881_at	82.595	82.224	82.997	83.035	76.714	79.466	82.07	75.856
882_at	2810.357	2816.046	2924.634	2776.618	2901.389	3112.499	2613.04	2951.786
883_s_at	363.583	378.075	414.303	371.872	390.14	408.076	351.159	395.283
884_at	252.585	249.128	264.981	236.848	248.03	256.437	251.47	253.039
885_g_at	117.566	120.783	122.785	124.959	127.651	126.126	120.915	132.735
886_at	18.564	21.559	15.784	19.921	19.488	23.271	17.525	18.583
887_at	409.833	436.785	395.488	415.692	475.027	453.551	463.336	426.215
888_s_at	367.98	345.963	403.244	387.787	399.25	375.714	387.105	354.761
889_at	17.488	18.01	13.799	16.086	15.6	18.963	11.757	17.108
890_at	155.595	163.106	151.739	156.524	152.874	157.559	142.798	149.57
891_at	83.413	97.971	90.361	95.652	83.312	93.815	93.131	92.271
892_at	342.21	396.347	376.57	404.746	390.702	366.842	348.115	374.244
893_at	68.403	70.32	80.24	73.252	81.227	75.68	70.403	73.286
894_g_at	157.894	165.462	158.753	147.086	170.311	155.937	142.321	158.231
870_f_at	1368.764	1622.511	1570.826	1512.4	1496.031	1471.513	1544.862	1484.386
871_s_at	126.906	111.012	111.4	103.893	123.594	121.598	102.451	111.902
872_i_at	13.85	18.067	17.791	16.492	13.213	20.095	11.668	17.353
850_r_at	7.95	8.896	8.029	12.294	12.663	10.545	13.589	10.817
851_s_at	30.092	35.526	36.431	36.573	35.487	34.004	30.938	29.883
852_at	56.775	56.802	67.451	59.626	68.981	65.999	46.6	58.848
853_at	124.496	127.785	115.728	135.041	140.166	130.208	130.924	120.575
854_at	99.478	95.623	100.544	95.279	102.77	101.133	108.951	94.517
855_at	83.106	80.264	86.272	77.272	79.713	80.394	77.358	78.886
856_at	63.662	60.179	66.612	58.093	72.146	65.823	51.956	70.23
857_at	61.502	76.633	59.481	65.204	63.25	64	57.793	63.622
858_at	153.178	143.799	154.904	150.774	161.711	152.825	142.317	142.666
859_at	30.971	33.718	30.77	34.497	30.5	33.008	31.048	28.986
860_at	37.532	40.312	40.057	38.894	33.621	36.24	35.881	34.982
861_g_at	28.071	31.066	28.854	30.864	32.1	33.982	26.626	27.675
862_at	78.931	69.748	76.682	70.033	82.245	70.856	61.879	73.417
863_g_at	225.525	187.412	204.382	209.969	243.93	225.989	222.993	224.455
864_at	71.567	73.587	73.92	68.723	78.385	74.726	72.164	75.39
865_at	47.024	54.274	51.608	48.764	54.23	56.492	55.025	58.387
866_at	183.621	178.863	172.342	156.995	160.436	165.879	168.689	152.939
867_s_at	305.139	262.268	271.743	272.259	295.651	274.963	258.204	266.228
868_at	161.304	163.04	166.981	160.912	169.292	172.125	174.641	162.122
869_at	187.184	201.354	208.309	215.493	187.311	201.034	199.396	178.744
845_at	71.848	71.974	67.766	72.604	85.355	71.522	72.354	74.767
846_s_at	208.699	202.028	213.018	208.649	205.071	213.861	204.724	194.455
847_at	200.328	204.276	213.452	200.701	209.03	227.355	205.061	202.856
848_at	156.092	165.731	152.138	163.426	160.36	144.857	144.441	157.447
849_g_at	161.727	135.24	161.735	159.639	209.061	195.38	159.415	180.824
828_at	14.342	13.49	19.476	13.685	15.158	18.267	15.818	17.362
829_s_at	693.432	793.641	759.736	770.423	723.806	710.074	823.237	722.431
830_at	82.309	84.058	91.816	81.933	87.506	85.409	94.941	80.642
831_at	106.457	97.28	111.277	104.148	106.65	103.635	104.346	98.571
832_at	184.476	194.75	197.369	196.006	200.303	188.583	197.535	185.007
833_at	44.547	42.441	41.417	43.214	46.57	41.773	43.691	40.124
834_at	131.382	125.026	119.611	123.407	134.52	131.598	126.867	115.145
835_at	188.84	195.256	190.172	189.683	191.531	193.265	187.493	173.188
836_at	412.022	474.249	425.053	484.586	506.376	472.155	442.483	434.699
837_s_at	73.773	76.147	70.413	73.672	73.428	76.513	72.8	74.438
838_s_at	244.395	244.379	251.618	265.061	262.117	247.583	268.548	253.56
839_at	6.078	8.781	6.906	8.649	7.791	8.378	5.378	7.531
840_at	128.004	112.966	108.087	115.18	141.738	129.891	128.018	121.29
841_at	57.807	64.948	58.351	58.657	63.428	67.603	53.22	60.486
842_at	48.064	47.845	46.519	50.942	52.767	44.638	47.831	52.112
843_at	295.677	339.013	336.045	363.423	345.273	359.129	292.724	329.177
844_at	183.844	209.56	199.011	209.772	200.466	197.635	184.563	196.089
825_at	47.019	50.684	53.403	47.034	50.516	47.45	48.248	45.226
826_at	67.153	75.857	68.401	78.913	70.352	76.901	82.341	78.936
827_s_at	91.082	89.838	93.258	94.751	108.948	97.594	80.096	88.94
805_at	117.378	112.787	117.604	111.724	125.371	116.187	122.488	118.592
806_at	540.877	608.298	542.07	539.259	622.44	586.189	577.689	567.849
807_at	36.247	39.081	38.762	39.921	33.636	32.708	31.695	30.979
808_at	23.218	15.246	17.565	16.412	18.319	17.749	15.67	19.574
809_at	20.233	21.285	24.831	18.489	23.486	19.739	17.125	24.37
810_at	163.994	173.669	162.161	183.086	182.592	168.581	176.336	167.398
811_at	99.212	109.328	111.658	113.611	110.181	107.584	113.119	101.561
812_at	29.225	34.051	28.918	29.543	31.379	34.47	34.717	33.311
813_at	35.557	33.371	29.425	36.831	38.157	35.366	35.528	33.385
814_s_at	25.182	24.241	22.588	22.937	20.856	21.983	24.931	18.844
815_at	123.702	130.99	124.29	119.627	132.694	127.647	129.393	123.405
